銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"島忠","8184","東証","-","-","○","10,800","08/27","有","0.00","2,417","-1","0.66 %","-","815","179,200","-0.98 %","貸借","0.05"
"チヨダ","8185","東証","○","-","○","1,100","08/27","有","0.00","1,592","-12","-0.31 %","-","209","42,700","-3.74 %","貸借","0.00"
"ライフコ－ポレ－ション","8194","東証","-","-","○","5,200","-","無","0.00","2,112","13","0.23 %","-","259","51,500","-1.35 %","貸借","0.00"
"リンガーハツト","8200","東証","○","-","○","0","08/27","有","0.00","2,250","15","0.76 %","-","376","105,000","-0.70 %","貸借","0.00"
"ＡＯＫＩホールディングス","8214","東証","-","-","○","46,700","09/25","有","0.00","1,068","-12","-0.28 %","-","516","126,800","-4.64 %","貸借","0.05"
"オークワ","8217","東証","-","-","○","7,100","02/17","有","0.00","1,115","1","0.08 %","-","64","11,900","-1.67 %","貸借","0.05"
"コメリ","8218","東証","○","-","○","1,400","09/25","有","0.00","2,212","5","0.18 %","-","834","148,000","-1.20 %","貸借","0.00"
"青山商事","8219","東証","○","-","○","4,200","09/25","有","0.00","2,046","-14","0.24 %","-","1,220","276,700","-1.77 %","貸借","0.05"
"しまむら","8227","東証","○","-","○","2,700","02/17","有","0.00","7,840","-140","-6.33 %","-","1,555","443,600","-6.33 %","貸借","0.15"
"高島屋","8233","東証","○","-","○","3,500","08/27","有","0.00","1,112","-2","-0.17 %","-","2,097","1,399,300","-1.76 %","貸借","0.00"
"松屋","8237","東証","○","-","○","1,600","08/27","有","0.00","854","-7","-0.81 %","-","238","53,900","-2.40 %","貸借","0.00"
"エイチ・ツー・オーリテイリング","8242","東証","○","-","○","5,900","09/25","有","0.00","1,200","0","0.58 %","-","1,749","570,800","-0.74 %","貸借","0.00"
"近鉄百貨店","8244","東証","○","-","○","500","08/27","有","0.00","3,210","0","0.00 %","-","16","3,000","-1.38 %","貸借","0.10"
"丸井グループ","8252","東証","○","-","○","600","09/25","有","0.00","2,231","4","0.63 %","-","1,665","752,600","-2.78 %","貸借","0.05"
"クレディセゾン","8253","東証","○","-","○","1,800","-","無","0.00","1,252","-4","-0.23 %","-","1,525","941,000","-1.57 %","貸借","0.00"
"アクシアルリテイリング","8255","東証","-","-","○","19,800","09/25","有","0.00","3,655","-15","-2.01 %","-","42","12,100","-2.40 %","貸借","0.10"
"イオン","8267","東証","○","-","○","105,800","08/27","有","0.00","1,846.5","-16.5","-0.88 %","-","3,352","1,758,600","-1.96 %","貸借","0.00"
"イズミ","8273","東証","○","-","○","500","08/27","有","0.00","4,315","15","-0.11 %","-","420","97,300","-2.37 %","貸借","0.00"
"平和堂","8276","東証","○","-","○","2,900","08/15","有","0.00","1,885","3","0.05 %","-","461","120,600","-2.33 %","貸借","0.00"
"フジ","8278","東証","-","-","○","5,900","08/27","有","0.00","1,774","9","0.73 %","-","158","25,700","-1.88 %","貸借","0.00"
"ヤオコー","8279","東証","○","-","○","900","09/25","有","0.00","4,880","-10","-0.30 %","-","136","25,600","-1.51 %","貸借","0.00"
"ゼビオホールディングス","8281","東証","○","-","○","8,000","09/25","有","0.00","1,222","-18","-1.13 %","-","236","60,400","-2.78 %","貸借","0.00"
"ケーズホールディングス","8282","東証","-","-","○","78,500","03/26","有","0.00","1,030","2","0.58 %","-","1,205","923,900","-0.67 %","貸借","0.00"
"ＰＡＬＴＡＣ","8283","東証","-","-","○","30,800","-","無","0.00","5,770","0","1.22 %","-","245","68,100","-0.85 %","貸借","0.10"
"新生銀行","8303","東証","○","-","○","8,900","-","無","0.00","1,658","39","0.48 %","-","2,048","1,249,800","-0.65 %","貸借","0.05"
"りそなホールディングス","8308","東証","○","-","○","177,300","03/26","有","0.00","441.1","-1.8","0.50 %","-","6,346","6,963,400","-0.87 %","貸借","0.00"
"三井住友トラストＨＤ","8309","東証","○","-","○","7,400","-","無","0.00","3,875","-43","-0.25 %","-","3,563","1,332,300","-1.19 %","貸借","0.00"
"三井住友フィナンシャルＧ","8316","東証","○","-","○","95,100","-","無","0.00","3,752","-7","0.08 %","-","3,920","2,735,400","-0.68 %","貸借","0.00"
"千葉銀行","8331","東証","-","-","○","901,600","03/26","有","0.00","533","1","0.18 %","-","1,568","3,045,900","-0.55 %","貸借","0.00"
"群馬銀行","8334","東証","-","-","○","474,600","03/26","有","0.00","377","-3","-0.78 %","-","679","715,600","-2.58 %","貸借","0.05"
"武蔵野銀行","8336","東証","-","-","○","37,400","-","無","0.00","2,035","-6","0.00 %","-","220","38,200","-3.27 %","貸借","0.00"
"千葉興業銀行","8337","東証","-","-","○","73,400","03/26","有","0.00","270","-3","-0.73 %","-","179","160,200","-2.87 %","貸借","0.00"
"筑波銀行","8338","東証","-","-","○","90,800","-","無","0.00","172","1","0.58 %","-","177","84,400","-3.91 %","貸借","0.00"
"七十七銀行","8341","東証","-","-","○","78,300","-","無","0.00","1,517","14","0.33 %","-","974","237,800","-4.22 %","貸借","0.00"
"青森銀行","8342","東証","-","-","○","2,000","09/25","有","0.00","2,652","-8","-0.71 %","-","79","13,900","-3.73 %","貸借","0.05"
"秋田銀行","8343","東証","-","-","○","12,600","-","無","0.00","1,979","-2","0.05 %","-","69","11,200","-2.36 %","貸借","0.05"
"岩手銀行","8345","東証","-","-","○","18,700","09/25","有","0.00","2,884","-28","-0.96 %","-","58","8,300","-2.23 %","貸借","0.05"
"東邦銀行","8346","東証","-","-","○","111,100","09/25","有","0.00","261","5","1.55 %","-","211","295,500","-3.33 %","貸借","0.00"
"東北銀行","8349","東証","-","-","○","9,000","-","無","0.00","1,068","-4","-1.11 %","-","26","7,200","-3.78 %","貸借","0.05"
"ふくおかフィナンシャルＧ","8354","東証","-","-","○","176,900","09/25","有","0.00","1,921","-15","-1.43 %","-","2,373","1,094,900","-2.08 %","貸借","0.00"
"静岡銀行","8355","東証","-","-","○","507,300","-","無","0.00","783","-5","0.12 %","-","2,954","2,840,300","-1.63 %","貸借","0.05"
"十六銀行","8356","東証","-","-","○","16,600","09/25","有","0.00","2,146","1","0.32 %","-","474","107,300","-7.01 %","貸借","0.00"
"八十二銀行","8359","東証","-","-","○","327,900","-","無","0.00","438","0","0.00 %","-","842","1,283,100","-4.36 %","貸借","0.00"
"山梨中央銀行","8360","東証","-","-","○","30,400","-","無","0.00","1,173","-7","-0.33 %","-","114","24,900","-4.24 %","貸借","0.00"
"大垣共立銀行","8361","東証","-","-","○","9,800","09/25","有","0.00","2,368","-13","-0.29 %","-","294","53,700","-4.32 %","貸借","0.05"
"福井銀行","8362","東証","-","-","○","17,700","03/26","有","0.00","1,446","-19","-1.76 %","-","50","9,000","-2.23 %","貸借","0.05"
"北國銀行","8363","東証","-","-","○","25,600","03/26","有","0.00","3,060","0","-0.64 %","-","65","18,600","-3.16 %","貸借","0.10"
"滋賀銀行","8366","東証","-","-","○","7,800","-","無","0.00","2,458","15","0.08 %","-","471","94,400","-2.84 %","貸借","0.05"
"南都銀行","8367","東証","-","-","○","19,200","09/25","有","0.00","2,248","4","0.17 %","-","242","48,200","-3.56 %","貸借","0.00"
"百五銀行","8368","東証","-","-","○","252,400","03/26","有","0.00","326","3","0.30 %","-","208","150,500","-2.10 %","貸借","0.00"
"京都銀行","8369","東証","-","-","○","59,600","-","無","0.00","4,040","-70","-1.58 %","-","1,158","290,200","-3.00 %","貸借","0.00"
"紀陽銀行","8370","東証","-","-","○","85,000","-","無","0.00","1,394","-8","-0.49 %","-","289","77,700","-4.84 %","貸借","0.00"
"ほくほくフィナンシャルＧ","8377","東証","○","-","○","5,100","-","無","0.00","1,096","-2","-0.18 %","-","1,123","423,700","-4.19 %","貸借","0.00"
"広島銀行","8379","東証","-","-","○","236,700","03/26","有","0.00","514","2","0.19 %","-","540","503,900","-2.83 %","貸借","0.00"
"山陰合同銀行","8381","東証","-","-","○","123,800","09/25","有","0.00","688","-6","-0.43 %","-","441","191,200","-2.13 %","貸借","0.00"
"中国銀行","8382","東証","-","-","○","84,600","09/25","有","0.00","956","2","0.20 %","-","778","390,600","-2.34 %","貸借","0.05"
"伊予銀行","8385","東証","○","-","○","14,400","03/26","有","0.00","543","-6","-0.36 %","-","547","444,100","-2.68 %","貸借","0.00"
"百十四銀行","8386","東証","-","-","○","25,200","03/26","有","0.00","2,124","-35","-1.66 %","-","192","35,700","-7.08 %","貸借","0.00"
"四国銀行","8387","東証","-","-","○","35,000","03/26","有","0.00","912","-5","-0.10 %","-","73","15,800","-3.08 %","貸借","0.00"
"阿波銀行","8388","東証","-","-","○","29,800","03/26","有","0.00","2,549","-11","-0.42 %","-","177","34,900","-2.59 %","貸借","0.05"
"大分銀行","8392","東証","-","-","○","10,800","-","無","0.00","3,120","25","0.80 %","-","140","41,400","-0.47 %","貸借","0.10"
"宮崎銀行","8393","東証","-","-","○","15,200","-","無","0.00","2,460","-43","-1.71 %","-","74","11,400","-2.92 %","貸借","0.00"
"佐賀銀行","8395","東証","-","-","○","11,500","-","無","0.00","1,523","-14","-0.91 %","-","75","13,400","-2.93 %","貸借","0.00"
"沖縄銀行","8397","東証","-","-","○","20,200","09/25","有","0.00","3,310","-30","-0.89 %","-","101","15,900","-5.96 %","貸借","0.10"
"琉球銀行","8399","東証","-","-","○","49,300","03/26","有","0.00","1,148","12","1.05 %","-","332","70,100","-0.17 %","貸借","0.05"
"セブン銀行","8410","東証","○","-","○","190,400","-","無","0.00","285","1","-0.34 %","-","1,299","3,091,600","-0.69 %","貸借","0.00"
"みずほフィナンシャルＧ","8411","東証","○","-","○","3,557,600","-","無","0.00","153.8","-0.8","-0.19 %","-","4,565","71,429,800","-0.83 %","貸借","0.00"
"高知銀行","8416","東証","-","-","○","1,900","-","無","0.00","764","6","1.32 %","-","32","4,500","-4.85 %","貸借","0.00"
"山口フィナンシャルＧ","8418","東証","-","-","○","290,400","03/26","有","0.00","726","-2","0.00 %","-","1,222","896,600","-3.32 %","貸借","0.00"
"芙蓉総合リース","8424","東証","-","-","○","25,400","09/25","有","0.00","5,980","20","1.01 %","-","200","43,500","-1.15 %","貸借","0.10"
"興銀リース","8425","東証","○","-","○","3,500","03/26","有","0.00","2,667","-1","-0.07 %","-","260","47,200","-1.65 %","貸借","0.00"
"東京センチュリー","8439","東証","-","-","○","21,300","09/25","有","0.00","4,450","-80","-1.11 %","-","361","82,800","-4.50 %","貸借","0.00"
"ＳＢＩホールディングス","8473","東証","○","-","○","27,100","09/25","有","0.00","2,677","-57","-1.03 %","-","2,703","1,444,200","-3.49 %","貸借","0.00"
"日本証券金融","8511","東証","-","-","○","76,600","-","無","0.00","546","-5","-1.08 %","-","234","112,200","-2.15 %","貸借","0.00"
"北洋銀行","8524","東証","-","-","○","383,100","-","無","0.00","252","2","-0.39 %","-","649","622,100","-1.17 %","貸借","0.00"
"愛知銀行","8527","東証","-","-","○","8,900","09/25","有","0.00","3,595","-70","-1.90 %","-","47","8,400","-2.70 %","貸借","0.10"
"トマト銀行","8542","東証","-","-","○","13,000","-","無","0.00","1,035","8","0.29 %","-","14","2,400","-0.76 %","貸借","0.00"
"京葉銀行","8544","東証","-","-","○","110,700","09/25","有","0.00","615","-2","-0.32 %","-","305","131,900","-4.35 %","貸借","0.00"
"栃木銀行","8550","東証","-","-","○","113,700","-","無","0.00","175","1","0.00 %","-","235","294,700","-2.77 %","貸借","0.00"
"リコーリース","8566","東証","-","-","○","18,300","09/25","有","0.00","3,310","10","0.00 %","-","69","11,900","-1.92 %","貸借","0.00"
"イオンフィナンシャルサービス","8570","東証","-","-","○","45,700","-","無","0.00","1,690","-21","-0.87 %","-","1,131","450,300","-2.19 %","貸借","0.00"
"アコム","8572","東証","○","-","○","91,300","-","無","0.00","371","-5","-0.53 %","-","1,015","1,359,800","-3.88 %","貸借","0.00"
"ジャックス","8584","東証","○","-","○","7,300","-","無","0.00","2,018","-8","-1.07 %","-","217","54,500","-1.51 %","貸借","0.00"
"オリコ","8585","東証","○","-","○","117,800","-","無","0.00","111","4","3.73 %","-","665","5,494,600","0.00 %","貸借","0.00"
"日立キャピタル","8586","東証","-","-","○","0","-","無","0.00","2,359","-12","-0.25 %","-","1,032","203,400","-1.95 %","貸借","0.05"
"オリックス","8591","東証","○","-","○","143,800","09/25","有","0.00","1,587.0","-14.0","-1.09 %","-","4,078","3,144,400","-1.33 %","貸借","0.00"
"三菱ＵＦＪリース","8593","東証","○","-","○","9,600","-","無","0.00","582","2","-1.18 %","-","965","1,220,200","-1.18 %","貸借","0.05"
"ジャフコ","8595","東証","-","-","○","40,000","-","無","0.00","3,910","-55","-0.76 %","-","494","159,400","-2.61 %","貸借","0.00"
"トモニホールディングス","8600","東証","-","-","○","177,900","-","無","0.00","364","2","1.96 %","-","311","189,400","-2.15 %","貸借","0.00"
"大和証券Ｇ本社","8601","東証","○","-","○","12,800","09/25","有","0.00","472.0","-8.5","-0.96 %","-","4,681","4,984,400","-2.62 %","貸借","0.00"
"野村ホールディングス","8604","東証","○","-","○","193,100","09/25","有","0.00","373.5","-5.8","-2.42 %","-","10,367","16,722,600","-2.45 %","貸借","0.00"
"岡三証券グループ","8609","東証","-","-","○","122,000","-","無","0.00","392","-6","-1.25 %","-","358","518,100","-2.97 %","貸借","0.00"
"丸三証券","8613","東証","○","-","○","11,600","03/26","有","0.00","562","-9","-2.09 %","-","260","142,000","-3.76 %","貸借","0.00"
"東洋証券","8614","東証","-","-","○","14,400","-","無","0.00","118","1","0.85 %","-","83","188,400","-2.47 %","貸借","0.00"
"東海東京ＨＤ","8616","東証","○","-","○","47,500","09/25","有","0.00","323","-13","-2.71 %","-","1,236","1,794,200","-6.37 %","貸借","0.00"
"松井証券","8628","東証","○","-","○","24,500","-","無","0.00","1,004","-10","-0.98 %","-","727","700,000","-2.52 %","貸借","0.05"
"ＳＯＭＰＯホールディングス","8630","東証","○","-","○","3,300","-","無","0.00","4,135","-11","-0.64 %","-","2,579","1,021,900","-1.73 %","貸借","0.00"
"日本取引所グループ","8697","東証","○","-","○","7,400","09/25","有","0.00","1,718","-12","-0.40 %","-","1,251","587,200","-2.21 %","貸借","0.00"
"極東証券","8706","東証","○","-","○","6,300","-","無","0.00","886","-20","-1.99 %","-","220","60,200","-4.83 %","貸借","0.00"
"岩井コスモホールディング","8707","東証","-","-","○","21,200","-","無","0.00","1,163","-7","-1.18 %","-","174","54,300","-1.35 %","貸借","0.00"
"フィデアホール","8713","東証","-","-","○","202,700","-","無","0.00","115","2","-0.86 %","-","145","313,300","-0.86 %","貸借","0.00"
"池田泉州ＨＤ","8714","東証","○","-","○","56,000","09/25","有","0.00","198","-6","-1.98 %","-","463","1,105,000","-4.34 %","貸借","0.00"
"ＭＳ＆ＡＤ","8725","東証","○","-","○","6,900","-","無","0.00","3,447.0","31.0","0.70 %","-","2,959","1,341,200","-0.49 %","貸借","0.10"
"ＳＯＮＹＦＨ","8729","東証","○","-","○","1,100","-","無","0.00","2,627","19","0.26 %","-","1,961","723,800","-0.86 %","貸借","0.05"
"第一生命ＨＬＤＧＳ","8750","東証","○","-","○","14,600","-","無","0.00","1,585.5","-15.0","-0.43 %","-","9,212","4,370,800","-2.34 %","貸借","0.00"
"東京海上ＨＤ","8766","東証","○","-","○","6,100","-","無","0.00","5,422","28","0.42 %","-","2,992","1,101,500","-1.18 %","貸借","0.00"
"ＮＥＣキャピタルソリューション","8793","東証","○","-","○","5,900","09/25","有","0.00","1,794","17","0.95 %","-","74","12,100","-0.77 %","貸借","0.00"
"Ｔ＆Ｄホールディングス","8795","東証","-","-","○","783,100","-","無","0.00","1,142.0","9.5","0.57 %","-","5,536","2,664,500","-0.60 %","貸借","0.00"
"三井不動産","8801","東証","○","-","○","6,100","-","無","0.00","2,638.0","10.0","-0.05 %","-","3,615","1,701,200","-2.09 %","貸借","0.00"
"三菱地所","8802","東証","○","-","○","15,900","-","無","0.00","2,053.5","2.0","0.90 %","-","4,021","2,261,300","-2.95 %","貸借","0.00"
"平和不動産","8803","東証","-","-","○","43,300","09/25","有","0.00","2,228","-19","-0.80 %","-","546","115,100","-7.16 %","貸借","0.05"
"東京建物","8804","東証","○","-","○","7,900","-","無","0.00","1,238","-28","-1.97 %","-","1,740","957,000","-3.12 %","貸借","0.05"
"ダイビル","8806","東証","-","-","○","75,100","-","無","0.00","1,005","0","0.50 %","-","438","95,200","-1.75 %","貸借","0.00"
"京阪神ビルディング","8818","東証","-","-","○","38,000","09/25","有","0.00","992","-9","-0.60 %","-","296","58,400","-3.96 %","貸借","0.00"
"住友不動産","8830","東証","○","-","○","2,100","-","無","0.00","3,945","-30","0.76 %","-","3,141","1,244,700","-4.84 %","貸借","0.00"
"太平洋興発","8835","東証","-","-","○","2,400","-","無","0.00","762","2","0.52 %","-","13","2,100","-0.52 %","貸借","0.00"
"テーオーシー","8841","東証","-","-","○","57,000","03/26","有","0.00","648","21","1.72 %","-","451","215,200","-0.91 %","貸借","0.00"
"スターツコーポレーション","8850","東証","○","-","○","3,300","09/25","有","0.00","2,578","25","0.90 %","-","313","54,500","-0.88 %","貸借","0.05"
"フジ住宅","8860","東証","○","-","○","5,600","03/26","有","0.00","714","-16","-2.19 %","-","163","54,200","-2.19 %","貸借","0.00"
"空港施設","8864","東証","-","-","○","28,900","-","無","0.00","510","0","0.19 %","-","45","12,800","-1.54 %","信用","0.00"
"ゴールドクレスト","8871","東証","-","-","○","18,600","03/26","有","0.00","1,909","-7","0.00 %","-","298","51,200","-3.19 %","貸借","0.05"
"リログループ","8876","東証","○","-","○","18,700","03/26","有","0.00","2,828","-17","-1.25 %","-","873","221,400","-3.48 %","貸借","0.00"
"イオンモール","8905","東証","○","-","○","17,900","08/27","有","0.00","1,628","-7","-0.12 %","-","1,132","420,400","-3.66 %","貸借","0.00"
"グランディハウス","8999","東証","○","-","○","900","-","無","0.00","471","3","-0.21 %","-","71","39,000","-0.84 %","貸借","0.00"
"東武鉄道","9001","東証","○","-","○","5,600","09/25","有","0.00","3,140","35","1.12 %","-","544","306,500","-1.25 %","貸借","0.10"
"相鉄ホールディングス","9003","東証","○","-","○","6,300","09/25","有","0.00","2,992","14","0.74 %","-","493","143,900","-1.09 %","貸借","0.00"
"東京急行","9005","東証","○","-","○","15,800","09/25","有","0.00","1,943","21","0.88 %","-","1,927","1,155,300","-0.61 %","貸借","0.05"
"京浜急行","9006","東証","○","-","○","6,700","09/25","有","0.00","1,860","25","1.30 %","-","1,518","514,100","-1.74 %","貸借","0.05"
"小田急電鉄","9007","東証","○","-","○","11,700","09/25","有","0.00","2,684","36","0.94 %","-","1,245","558,600","-1.14 %","貸借","0.05"
"京王電鉄","9008","東証","○","-","○","1,200","09/25","有","0.00","7,360","80","1.51 %","-","551","234,400","-0.54 %","貸借","0.15"
"京成電鉄","9009","東証","○","-","○","1,000","09/25","有","0.00","3,980","20","0.63 %","-","697","376,200","-2.33 %","貸借","0.10"
"東日本旅客鉄道","9020","東証","○","-","○","4,300","03/26","有","0.00","10,090","55","0.19 %","-","1,202","442,800","-1.51 %","貸借","0.00"
"西日本旅客鉄道","9021","東証","○","-","○","2,400","09/25","有","0.00","8,746","14","0.06 %","-","1,818","384,600","-1.18 %","貸借","0.15"
"東海旅客鉄道","9022","東証","○","-","○","1,000","03/26","有","0.00","21,950","-150","-0.27 %","-","1,614","359,800","-2.63 %","貸借","0.00"
"西武ホールディングス","9024","東証","○","-","○","25,500","09/25","有","0.00","1,800","0","-0.05 %","-","1,327","542,200","-1.85 %","貸借","0.00"
"鴻池運輸","9025","東証","-","-","○","41,000","-","無","0.00","1,700","38","-1.84 %","-","562","110,300","-2.24 %","貸借","0.00"
"西日本鉄道","9031","東証","○","-","○","2,200","09/25","有","0.00","2,303","13","0.56 %","-","379","70,000","-2.12 %","貸借","0.00"
"ハマキョウレックス","9037","東証","-","-","○","20,200","-","無","0.00","3,750","55","1.48 %","-","206","37,500","-1.96 %","貸借","0.00"
"サカイ引越センター","9039","東証","○","-","○","500","09/25","有","0.00","6,480","100","1.56 %","-","112","17,700","-0.30 %","貸借","0.15"
"近鉄グループＨＬＤＧＳ","9041","東証","○","-","○","6,400","09/25","有","0.00","5,220","50","0.96 %","-","635","314,400","-0.76 %","貸借","0.10"
"阪急阪神ＨＬＤＧＳ","9042","東証","○","-","○","9,300","09/25","有","0.00","3,810","50","0.26 %","-","704","350,400","-0.65 %","貸借","0.00"
"南海電鉄","9044","東証","○","-","○","3,600","09/25","有","0.00","2,657","21","0.60 %","-","1,055","271,100","-1.22 %","貸借","0.00"
"京阪ホールディングス","9045","東証","○","-","○","3,100","09/25","有","0.00","4,760","10","0.31 %","-","515","171,300","-2.25 %","貸借","0.10"
"神戸電鉄","9046","東証","○","-","○","600","09/25","有","0.00","3,955","20","0.50 %","-","11","2,400","-0.12 %","貸借","0.10"
"名古屋鉄道","9048","東証","○","-","○","10,800","09/25","有","0.00","3,040","51","0.82 %","-","674","407,500","-0.49 %","貸借","0.05"
"山陽電鉄","9052","東証","-","-","○","15,300","09/25","有","0.00","2,093","-13","-0.61 %","-","71","10,000","-2.74 %","貸借","0.05"
"トランコム","9058","東証","-","-","○","6,600","-","無","0.00","6,200","30","0.32 %","-","32","5,200","-1.43 %","貸借","0.00"
"日本通運","9062","東証","○","-","○","500","-","無","0.00","5,610","0","0.35 %","-","427","153,100","-3.27 %","貸借","0.00"
"ヤマトホールディングス","9064","東証","○","-","○","13,200","-","無","0.00","2,196.5","22.5","0.94 %","-","2,849","1,374,900","-1.70 %","貸借","0.00"
"山九","9065","東証","-","-","○","73,100","-","無","0.00","5,620","110","0.17 %","-","533","152,100","-1.05 %","貸借","0.10"
"日新","9066","東証","-","-","○","19,700","-","無","0.00","1,772","30","-0.56 %","-","81","22,900","-1.06 %","貸借","0.00"
"丸全昭和運輸","9068","東証","-","-","○","11,900","-","無","0.00","3,430","100","2.38 %","-","126","23,000","-0.57 %","貸借","0.00"
"センコーグループＨＬＤＧＳ","9069","東証","-","-","○","166,800","-","無","0.00","858","20","-0.57 %","-","801","426,100","-1.26 %","貸借","0.00"
"トナミホールディングス","9070","東証","-","-","○","5,100","-","無","0.00","5,580","0","-1.58 %","-","16","2,500","-1.58 %","貸借","0.00"
"ニッコンホールディングス","9072","東証","-","-","○","93,100","-","無","0.00","2,511","-8","0.23 %","-","299","54,100","-1.99 %","貸借","0.00"
"福山通運","9075","東証","-","-","○","24,100","-","無","0.00","3,830","-25","-1.28 %","-","224","42,700","-2.91 %","貸借","0.00"
"セイノーホールディングス","9076","東証","-","-","○","197,200","09/25","有","0.00","1,396","-5","-0.35 %","-","1,311","392,100","-3.05 %","貸借","0.00"
"日立物流","9086","東証","-","-","○","54,200","-","無","0.00","3,470","25","1.01 %","-","777","232,900","-0.71 %","貸借","0.10"
"日本郵船","9101","東証","○","-","○","2,900","03/26","有","0.00","1,670","1","0.05 %","-","2,487","1,797,400","-1.18 %","貸借","0.00"
"商船三井","9104","東証","○","-","○","7,600","09/25","有","0.00","2,472","-1","-0.92 %","-","1,455","650,500","-1.47 %","貸借","0.05"
"ＮＳユナイテッド海運","9110","東証","-","-","○","5,800","-","無","0.00","2,195","-35","-1.61 %","-","122","21,100","-1.78 %","貸借","0.00"
"飯野海運","9119","東証","-","-","○","35,500","-","無","0.00","350","-2","0.00 %","-","316","173,500","-4.63 %","貸借","0.00"
"九州旅客鉄道","9142","東証","○","-","○","1,500","03/26","有","0.00","3,235","-15","-0.15 %","-","1,107","651,100","-7.57 %","貸借","0.00"
"ＳＧホールディングス","9143","東証","○","-","○","5,800","-","無","0.00","3,100","30","1.14 %","-","1,139","426,800","-1.27 %","貸借","0.05"
"日本航空","9201","東証","○","-","○","61,000","09/25","有","0.00","3,443.0","8.0","0.64 %","-","4,620","1,886,200","-1.20 %","貸借","0.00"
"ＡＮＡホールディングス","9202","東証","○","-","○","36,300","09/25","有","0.00","3,545.0","9.0","0.02 %","-","1,677","716,700","-1.03 %","貸借","0.00"
"三菱倉庫","9301","東証","-","-","○","57,700","-","無","0.00","3,070","45","0.82 %","-","554","239,100","-0.96 %","貸借","0.05"
"三井倉庫ＨＯＬＤ","9302","東証","○","-","○","3,300","-","無","0.00","1,518","0","-0.13 %","-","405","89,200","-2.44 %","貸借","0.00"
"住友倉庫","9303","東証","-","-","○","87,500","-","無","0.00","1,353","-11","0.14 %","-","723","157,500","-2.09 %","貸借","0.00"
"渋沢倉庫","9304","東証","-","-","○","12,400","-","無","0.00","1,714","-28","-1.55 %","-","16","6,000","-3.16 %","貸借","0.00"
"ヤマタネ","9305","東証","-","-","○","3,500","09/25","有","0.00","1,332","-15","-0.67 %","-","126","22,100","-2.56 %","貸借","0.00"
"東陽倉庫","9306","東証","-","-","○","9,900","-","無","0.00","327","5","-0.90 %","-","27","18,900","-0.90 %","貸借","0.00"
"日本トランスシティ","9310","東証","-","-","○","35,900","03/26","有","0.00","474","-7","-1.45 %","-","67","38,500","-4.62 %","貸借","0.05"
"安田倉庫","9324","東証","○","-","○","10,000","03/26","有","0.10","865","1","-0.34 %","-","33","9,100","-1.14 %","信用","0.00"
"東洋埠頭","9351","東証","○","-","○","1,600","-","無","0.00","1,363","-9","-0.65 %","-","29","6,100","-1.44 %","貸借","0.00"
"上組","9364","東証","-","-","○","151,600","-","無","0.00","2,527","17","1.32 %","-","989","305,300","-0.43 %","貸借","0.05"
"近鉄エクスプレス","9375","東証","-","-","○","45,600","09/25","有","0.00","1,395","0","-0.64 %","-","578","147,000","-1.76 %","貸借","0.00"
"東京放送ＨＤ","9401","東証","○","-","○","1,900","03/26","有","0.00","1,834","9","0.21 %","-","1,004","292,700","-1.39 %","貸借","0.05"
"日本テレビＨＬＤＳ","9404","東証","-","-","○","209,800","-","無","0.00","1,568","6","0.25 %","-","1,134","378,300","-0.94 %","貸借","0.00"
"スカパーＪＳＡＴＨＤ","9412","東証","-","-","○","175,000","-","無","0.00","426","6","1.42 %","-","544","479,000","-2.51 %","貸借","0.00"
"コネクシオ","9422","東証","-","-","○","16,500","-","無","0.00","1,341","-48","-3.17 %","-","338","54,100","-6.74 %","貸借","0.05"
"日本電信電話","9432","東証","○","-","○","28,900","-","無","0.00","4,993","4","0.24 %","-","3,816","1,763,700","-1.14 %","貸借","0.10"
"ＫＤＤＩ","9433","東証","○","-","○","53,000","03/26","有","0.00","2,765.0","13.5","0.72 %","-","5,895","4,520,900","-1.72 %","貸借","0.05"
"光通信","9435","東証","○","-","○","8,700","-","無","0.00","23,440","60","0.25 %","-","741","145,500","-1.51 %","貸借","0.00"
"ＮＴＴドコモ","9437","東証","○","-","○","76,400","-","無","0.00","2,518.5","38.5","1.00 %","-","5,685","4,158,700","-0.07 %","貸借","0.00"
"カドカワ","9468","東証","○","-","○","12,800","09/25","有","0.00","1,461","40","2.52 %","-","1,068","353,000","-1.15 %","貸借","0.00"
"学研ホールディングス","9470","東証","-","-","○","3,900","09/25","有","0.00","4,990","-10","-0.10 %","-","88","13,500","-5.67 %","貸借","0.00"
"ゼンリン","9474","東証","-","-","○","17,600","03/26","有","0.00","1,940","-42","-2.46 %","-","918","197,100","-3.19 %","貸借","0.00"
"東京電力ＨＤ","9501","東証","○","-","○","143,200","-","無","0.00","562","-5","-0.53 %","-","1,845","5,228,000","-2.93 %","貸借","0.00"
"中部電力","9502","東証","○","-","○","17,800","-","無","0.00","1,516.0","-33.0","-2.09 %","-","2,997","1,715,600","-3.56 %","貸借","0.00"
"関西電力","9503","東証","○","-","○","43,700","-","無","0.00","1,217.5","-14.5","-1.97 %","-","4,063","2,500,300","-2.67 %","貸借","0.00"
